"body_len", "creation_date", "labels", "id", "title_len", "last_modified_date", "closed_at", "author", "comments_num"
635, 2020-01-22 22:45:28, , 553838684, 36, None, 2020-03-07 08:41:52, Jason Brackins, 3
1591, 2020-01-22 20:01:46, , 553762560, 53, None, 2020-03-07 09:49:25, Reed Oei, 2
629, 2020-01-19 20:20:35, , 551978323, 33, None, 2020-01-22 13:16:47, None, 1
50, 2020-01-19 20:12:54, , 551976661, 17, None, 2020-01-22 10:58:09, None, 1
2139, 2020-01-18 21:17:54, , 551825751, 59, None, 2020-01-19 15:16:05, None, 2
278, 2020-01-13 11:41:13, , 548875901, 28, None, 2020-01-13 12:28:14, None, 7
1514, 2020-01-09 23:43:13, , 547785190, 55, None, 2020-08-06 20:02:56, None, 8
1206, 2020-01-06 15:28:01, , 545785661, 72, None, 2020-03-07 09:50:06, filippo savi, 3
581, 2020-01-04 15:06:33, , 545294931, 46, None, 2020-02-23 15:33:05, Jochen Ulrich, 13
997, 2019-12-30 19:14:12, , 543982617, 20, None, 2019-12-31 16:52:01, Peter Wienemann, 7
299, 2019-12-29 18:38:27, , 543515295, 69, None, 2020-01-16 10:22:07, Peter Wienemann, 1
829, 2019-12-26 16:08:58, , 542593749, 33, None, 2019-12-26 17:43:07, Inky, 2
842, 2019-12-23 10:25:24, , 541688150, 44, None, 2019-12-23 15:14:48, Peter Wienemann, 2
571, 2019-12-21 22:29:33, discussion, 541380553, 30, None, 2020-11-24 14:06:13, None, 6
0, 2019-12-18 21:36:43, , 539937704, 34, None, 2020-01-27 17:08:42, Néstor Nápoles López, 7
403, 2019-12-18 10:03:47, good first issue, 539578105, 23, None, 2020-09-13 11:24:17, Felix Ulrich-Oltean, 1
0, 2019-12-17 16:39:54, , 539183115, 50, None, 2020-01-22 10:58:36, Ted Summer, 1
1217, 2019-12-17 09:47:39, , 538952785, 37, None, 2019-12-18 06:52:20, Enjoys Math, 2
1172, 2019-12-17 09:14:41, , 538934727, 42, None, 2020-01-22 13:24:49, Enjoys Math, 2
808, 2019-12-17 08:36:37, , 538916399, 47, None, 2019-12-17 08:47:10, Enjoys Math, 1
339, 2019-12-12 21:08:13, , 537213993, 30, None, 2019-12-13 14:39:23, Irwan Djajadi, 11
1365, 2019-12-07 13:10:54, , 534400214, 30, None, 2020-03-07 09:53:10, Deniz Etkar, 1
17, 2019-12-06 08:29:45, , 533818173, 42, None, 2019-12-07 16:33:50, Jussi Laasonen, 1
2779, 2019-12-05 13:48:08, , 533362626, 35, None, 2019-12-12 23:24:23, Jussi Laasonen, 1
4266, 2019-12-04 21:48:23, , 532954371, 67, None, 2020-01-16 10:24:27, Pawel Lampe, 7
304, 2019-12-01 13:34:07, discussion, 530732695, 61, None, 2021-12-13 08:54:38, None, 17
137, 2019-11-23 15:56:52, , 527573980, 33, None, 2020-08-06 20:00:40, Enjoys Math, 6
1039, 2019-11-23 15:05:22, , 527567995, 56, None, 2019-11-23 15:19:00, Enjoys Math, 2
2872, 2019-11-21 18:16:03, , 526761117, 69, None, 2019-11-23 02:37:28, Enjoys Math, 13
1299, 2019-11-21 15:39:20, , 526673823, 81, None, 2019-11-21 16:28:06, Enjoys Math, 6
356, 2019-11-18 09:49:54, , 524252248, 34, None, 2020-01-22 13:10:23, Mike Roberts, 1
328, 2019-11-16 12:13:33, enhancement, 523837357, 59, None, 2020-08-06 20:04:52, Erez Shinan, 13
4455, 2019-11-15 01:25:51, , 523199905, 40, None, 2019-12-18 12:10:55, Deniz Etkar, 3
586, 2019-11-12 04:45:42, , 521325358, 47, None, 2019-11-12 21:28:13, None, 2
700, 2019-11-10 20:04:47, , 520649772, 51, None, 2019-12-18 12:11:09, None, 3
1075, 2019-11-10 17:14:22, , 520628919, 39, None, 2020-08-06 19:59:05, Hrvoje Nikšić, 5
172, 2019-11-09 15:23:36, , 520456892, 25, None, 2019-11-09 18:54:05, Tommaso De Rossi, 3
1685, 2019-11-04 16:02:52, bug, 517248246, 42, None, 2019-11-13 11:24:11, None, 4
320, 2019-11-03 00:07:13, , 516761552, 32, None, 2019-11-04 09:38:33, Hao Wu, 1
298, 2019-11-02 23:43:45, , 516759637, 46, None, 2019-11-04 11:02:44, Hao Wu, 2
376, 2019-11-01 16:59:41, , 516233438, 24, None, 2019-12-18 12:12:59, Giuliano Oliveira, 7
1832, 2019-10-31 18:03:15, , 515637738, 85, None, 2019-10-31 19:19:54, Enjoys Math, 2
750, 2019-10-31 16:44:03, , 515583732, 29, None, 2019-10-31 16:49:39, Enjoys Math, 5
67, 2019-10-31 12:19:33, , 515386769, 46, None, 2019-11-02 11:41:15, Giuliano Oliveira, 7
300, 2019-10-30 12:29:03, , 514629775, 26, None, 2019-11-13 11:23:45, Erez Shinan, 4
427, 2019-10-27 20:53:25, , 513020542, 43, None, 2019-10-27 21:44:05, None, 4
160, 2019-10-25 18:22:16, , 512653506, 86, None, 2019-10-26 06:47:08, Timo Furrer, 3
627, 2019-10-25 12:14:40, , 512482563, 50, None, 2019-10-26 06:47:09, Timo Furrer, 3
374, 2019-10-25 11:02:39, , 512451445, 49, None, 2019-10-25 11:23:21, Rémi Francis, 3
2049, 2019-10-24 15:50:18, , 512032967, 62, None, 2019-11-13 11:26:25, Chris MacMackin, 2
273, 2019-10-21 09:19:29, , 509837364, 49, None, 2019-10-22 17:44:14, Antoine Luong, 1
134, 2019-10-16 11:36:52, , 507794139, 28, None, 2019-10-16 11:46:12, Francesco Franchina, 2
582, 2019-10-07 20:18:19, , 503668456, 30, None, 2019-11-01 12:47:02, None, 1
1062, 2019-10-04 09:22:08, , 502526935, 73, None, 2019-10-04 11:20:12, None, 4
506, 2019-10-02 14:12:55, bug, 501516073, 62, None, 2020-09-13 10:38:00, Francesco Manfredi, 7
3330, 2019-10-01 17:39:09, , 501044148, 58, None, 2019-10-03 08:44:38, Kirill Tsibikov, 6
799, 2019-10-01 07:59:59, , 500728629, 32, None, 2019-10-01 09:14:39, Yurii Popov, 2
201, 2019-09-22 04:52:36, , 496733521, 46, None, 2019-09-22 07:05:50, Wataru Ashihara, 1
0, 2019-09-19 06:37:46, add to docs, 495602598, 29, None, 2019-11-17 18:13:20, Erez Shinan, 3
295, 2019-09-15 18:35:09, , 493771041, 23, None, 2019-10-07 08:28:27, David Ladouceur, 1
0, 2019-09-15 08:28:02, add to docs, 493710260, 45, None, 2019-11-19 06:12:16, Erez Shinan, 1
1713, 2019-09-08 21:10:46, question, 490806749, 20, None, 2019-09-08 21:35:46, None, 1
0, 2019-09-06 13:37:21, , 490332493, 36, None, 2022-01-15 19:08:55, Erez Shinan, 4
160, 2019-09-06 13:34:34, enhancement, 490331116, 39, None, 2019-11-17 18:23:10, Erez Shinan, 11
692, 2019-09-05 07:39:07, , 489581851, 49, None, 2019-09-06 06:11:02, Christoph Buchner, 4
1437, 2019-09-03 16:06:21, , 488695021, 10, None, 2019-09-05 13:51:49, None, 8
2943, 2019-08-29 21:47:26, , 487191042, 47, None, 2019-09-06 05:23:53, None, 5
638, 2019-08-29 04:12:47, , 486726611, 38, None, 2019-08-29 08:38:35, None, 4
39596, 2019-08-27 16:34:48, , 485914760, 44, None, 2019-08-28 21:21:29, None, 8
4143, 2019-08-27 15:54:12, , 485894775, 38, None, 2019-08-28 21:22:22, None, 6
186, 2019-08-27 03:51:52, question, 485567558, 34, None, 2019-10-07 08:28:06, None, 1
304, 2019-08-26 13:27:49, , 485237115, 68, None, 2019-08-26 13:46:23, John Vandenberg, 1
243, 2019-08-25 19:55:23, question, 484969263, 39, None, 2019-10-07 08:26:59, None, 5
3361, 2019-08-25 18:18:34, , 484960220, 19, None, 2019-08-26 08:27:02, None, 4
1919, 2019-08-23 19:49:05, , 484685439, 46, None, 2022-01-15 19:09:25, Eddie Schoute, 6
1565, 2019-08-22 17:19:24, , 484116919, 15, None, 2019-08-22 21:08:38, Eddie Schoute, 7
316, 2019-08-22 07:27:17, , 483817940, 42, None, 2019-10-07 08:26:01, None, 1
253, 2019-08-22 06:29:02, , 483795100, 54, None, 2020-02-22 12:10:35, None, 1
137, 2019-08-21 10:17:03, , 483331788, 48, None, 2019-08-21 17:45:02, None, 3
0, 2019-08-20 03:37:30, , 482626845, 73, None, 2019-08-20 08:57:28, None, 2
138, 2019-08-19 00:28:09, question, 482057264, 20, None, 2019-08-23 08:05:59, None, 5
416, 2019-08-18 00:58:42, , 481940656, 22, None, 2019-08-18 08:23:42, None, 2
308, 2019-08-18 00:25:14, , 481938887, 81, None, 2019-08-18 08:21:56, None, 1
63, 2019-08-17 19:27:14, , 481918559, 36, None, 2020-03-08 09:37:37, Feraidoon Mehri, 1
330, 2019-08-15 12:03:28, bug, 481120339, 50, None, 2019-08-15 16:09:36, Simon816, 2
8, 2019-08-09 21:57:27, , 479181430, 31, None, 2019-08-10 12:10:34, Fábio Macêdo Mendes, 1
580, 2019-08-08 02:11:49, , 478215632, 37, None, 2019-08-20 22:30:17, Eom Taegyung "Iggy", 2
220, 2019-08-07 13:32:37, , 477931703, 31, None, 2019-08-08 12:10:08, Donghyeok Tak, 1
177, 2019-08-07 03:12:03, , 477684018, 40, None, 2019-08-10 12:10:34, Fábio Macêdo Mendes, 6
368, 2019-08-01 19:44:18, , 475856500, 81, None, 2019-08-20 08:58:49, None, 9
3103, 2019-07-31 00:22:50, , 474878609, 18, None, 2019-11-04 09:55:44, Raekye, 14
4569, 2019-07-29 19:50:40, add to docs, 474226031, 43, None, 2020-03-08 10:54:09, Rico Rodriguez, 12
0, 2019-07-27 17:26:30, , 473659660, 64, None, 2019-09-06 05:25:40, None, 6
1158, 2019-07-25 09:21:27, discussion, 472757336, 57, None, 2020-03-08 09:39:03, Hrvoje Nikšić, 13
385, 2019-07-25 06:23:11, question, 472686552, 27, None, 2019-08-07 14:00:00, Paulo Coutinho, 4
1693, 2019-07-24 20:00:11, , 472487247, 25, None, 2019-08-10 12:41:48, John Vandenberg, 5
3330, 2019-07-24 16:48:13, , 472389258, 75, None, 2019-07-30 09:40:23, Hrvoje Nikšić, 9
524, 2019-07-24 09:04:30, , 472164514, 80, None, 2019-07-24 10:28:16, Hrvoje Nikšić, 1
1569, 2019-07-22 09:11:18, , 470981009, 26, None, 2019-07-22 10:48:37, Hrvoje Nikšić, 12
2221, 2019-07-21 20:18:49, , 470820596, 36, None, 2019-08-10 12:38:58, Hrvoje Nikšić, 6
490, 2019-07-21 18:50:21, , 470812471, 59, None, 2019-07-29 09:41:08, Qix, 5
562, 2019-07-09 18:39:16, discussion, 465928325, 29, None, 2019-10-07 08:24:37, Timo Furrer, 23
0, 2019-07-07 05:26:42, , 464916468, 55, None, 2019-07-07 07:34:00, None, 5
183, 2019-07-07 01:17:13, , 464904306, 49, None, 2019-07-07 07:30:32, None, 1
256, 2019-07-05 10:19:51, add to docs, 464571985, 37, None, 2019-07-08 15:43:02, None, 4
2234, 2019-06-30 20:09:57, enhancement, 462441480, 46, None, 2019-09-06 13:39:50, Petee, 10
165, 2019-06-27 01:21:04, , 461252447, 75, None, 2019-06-27 20:15:40, None, 3
755, 2019-06-24 10:06:32, question, 459803973, 51, None, 2019-09-10 22:06:42, Eom Taegyung "Iggy", 17
494, 2019-06-21 04:16:58, , 458999881, 23, None, 2019-06-21 07:05:14, Eom Taegyung "Iggy", 1
732, 2019-06-19 22:24:02, , 458252551, 37, None, 2019-08-22 06:51:01, None, 3
2951, 2019-06-14 11:53:35, , 456208691, 80, None, 2019-06-14 13:26:11, None, 1
374, 2019-06-10 23:09:02, , 454411204, 17, None, 2019-06-11 07:57:56, Zhiqi, 6
227, 2019-06-05 04:30:49, , 452310242, 19, None, 2019-06-05 06:34:42, hubert, 1
0, 2019-05-29 17:24:39, , 449930173, 38, None, 2019-05-29 22:15:22, David Kemp, 3
1305, 2019-05-28 20:58:16, , 449474351, 19, None, 2019-05-28 21:29:22, David Kemp, 4
687, 2019-05-27 20:25:39, , 448983045, 38, None, 2019-08-10 12:36:06, Andreas Drollinger, 9
151, 2019-05-27 14:03:00, enhancement, 448873527, 52, None, 2019-10-07 08:23:29, Erez Shinan, 7
2451, 2019-05-23 16:20:30, , 447756985, 51, None, 2019-08-10 12:34:59, Theo Scott, 7
565, 2019-05-22 21:02:18, , 447341720, 64, None, 2019-05-27 13:57:41, None, 1
779, 2019-05-22 20:51:30, , 447337479, 46, None, 2019-05-27 14:04:39, None, 6
858, 2019-05-21 10:16:14, , 446535139, 33, None, 2019-05-21 11:18:48, Quentin Chaunier, 1
608, 2019-05-18 19:01:24, , 445744648, 88, None, 2019-05-23 07:00:56, None, 5
422, 2019-05-18 10:10:40, , 445701190, 65, None, 2019-06-03 09:31:33, Eric Condamine, 12
279, 2019-05-18 09:17:21, good first issue, 445696981, 35, None, 2020-08-06 19:43:23, Keito Tobichi, 14
637, 2019-05-17 14:18:27, , 445465580, 31, None, 2019-05-20 16:09:10, Nic Watson, 2
347, 2019-05-15 12:45:18, , 444417579, 47, None, 2019-08-11 09:28:38, None, 6
407, 2019-05-12 17:38:01, , 443128533, 51, None, 2019-05-12 19:14:56, Mostafa Razavi, 0
1122, 2019-05-12 09:55:37, , 443086051, 62, None, 2019-05-12 20:04:50, Mostafa Razavi, 12
1204, 2019-05-11 01:47:15, , 442941774, 44, None, 2019-05-27 13:58:05, ash garcia, 1
2178, 2019-05-10 22:49:43, , 442920114, 53, None, 2019-05-13 16:30:35, Reid Priedhorsky, 7
528, 2019-05-10 21:16:08, , 442897679, 71, None, 2019-05-11 10:08:43, Mostafa Razavi, 5
187, 2019-05-10 08:33:14, enhancement, 442601479, 40, None, 2019-05-11 10:30:12, None, 3
312, 2019-05-09 12:48:17, , 442219045, 50, None, 2019-05-09 13:09:40, None, 1
766, 2019-05-09 04:41:33, bug, 442046517, 29, None, 2019-08-20 09:03:21, None, 13
275, 2019-05-06 13:28:20, , 440700052, 42, None, 2019-05-27 09:44:23, None, 1
1095, 2019-04-25 14:21:45, , 437227227, 74, None, 2019-04-26 11:57:34, Alexander Korzun, 11
294, 2019-04-24 08:02:38, , 436552710, 38, None, 2019-05-27 09:48:22, Yuan Chang, 1
751, 2019-04-20 01:22:11, question, 435342328, 33, None, 2019-04-21 08:24:36, Deleted user, 7
577, 2019-04-18 20:02:35, , 434936978, 38, None, 2019-05-08 23:11:28, Matthew Johnson, 4
1296, 2019-04-17 10:01:14, , 434196880, 67, None, 2019-05-27 14:03:46, None, 1
10, 2019-04-16 16:50:53, , 433884960, 80, None, 2019-04-16 21:43:11, None, 2
788, 2019-04-16 14:19:36, , 433807197, 54, None, 2019-04-16 21:43:10, None, 5
411, 2019-04-16 08:50:30, , 433658362, 64, None, 2019-04-18 10:35:32, Şahin Akkaya, 5
229, 2019-04-15 12:51:33, question, 433264727, 23, None, 2019-04-15 13:36:00, Şahin Akkaya, 2
373, 2019-04-12 14:51:39, , 432605737, 29, None, 2019-04-27 17:30:32, Björn Lindqvist, 5
10, 2019-04-12 08:23:44, , 432445912, 70, None, 2019-04-16 20:17:16, None, 1
185, 2019-04-11 23:42:55, , 432320555, 39, None, 2019-04-12 09:08:59, None, 1
316, 2019-04-11 00:34:16, question, 431778704, 34, None, 2019-04-12 09:10:09, None, 3
52, 2019-04-10 08:37:41, , 431374735, 70, None, 2019-04-10 09:28:34, None, 1
53, 2019-04-10 05:57:26, , 431317188, 70, None, 2019-04-10 07:55:25, None, 1
2380, 2019-04-09 23:17:54, question, 431236255, 28, None, 2019-04-09 23:29:10, None, 9
126, 2019-04-09 22:17:20, question, 431220680, 25, None, 2019-04-12 09:07:29, None, 8
881, 2019-04-09 20:46:36, , 431182588, 62, None, 2019-04-10 07:55:25, None, 2
0, 2019-04-09 18:16:06, , 431107646, 41, None, 2019-04-10 09:31:08, Michael K., 5
179, 2019-04-09 17:04:38, question, 431078883, 19, None, 2020-08-06 19:42:33, Deleted user, 1
1213, 2019-04-09 16:25:31, , 431059929, 73, None, 2019-05-27 14:06:26, Chris Jewell, 3
4508, 2019-04-09 14:39:26, , 431005767, 60, None, 2019-04-23 08:19:50, Quan.Liu, 9
864, 2019-04-09 07:19:32, , 430805951, 43, None, 2019-04-16 16:59:11, None, 4
1743, 2019-04-05 20:59:26, , 429932879, 38, None, 2019-04-10 09:28:34, None, 1
773, 2019-04-04 19:28:13, , 429445084, 41, None, 2019-04-05 02:46:40, None, 1
1130, 2019-04-03 12:05:20, question, 428729286, 50, None, 2019-04-09 23:31:18, Christophe Painchaud, 6
401, 2019-03-29 05:40:39, , 426825559, 69, None, 2019-04-01 08:31:12, Quan.Liu, 3
640, 2019-03-28 19:10:56, add to docs, 426662765, 24, None, 2019-08-20 09:01:03, Art, 12
217, 2019-03-17 08:23:36, , 421895785, 34, None, 2019-03-24 10:18:46, Batuhan Taskaya, 1
508, 2019-03-14 17:28:51, , 421152658, 67, None, 2019-03-24 10:13:07, None, 1
114, 2019-03-13 10:42:18, , 420429586, 61, None, 2019-03-13 11:32:52, Petee, 0
394, 2019-03-13 10:40:26, , 420428712, 57, None, 2019-03-13 11:32:43, Petee, 0
351, 2019-03-10 18:33:15, , 419216869, 40, None, 2019-03-28 15:59:30, Art, 11
418, 2019-03-09 02:08:53, , 419021699, 60, None, 2019-03-11 15:30:43, Nic Watson, 2
58, 2019-03-06 15:52:27, , 417876594, 31, None, 2019-03-07 10:54:27, None, 0
907, 2019-03-06 13:51:53, , 417813687, 55, None, 2019-03-09 13:48:56, Pancy, 7
1624, 2019-03-05 12:31:57, , 417275766, 66, None, 2019-03-06 13:00:20, Laura van de Braak, 3
578, 2019-03-04 22:29:36, , 417022470, 45, None, 2019-03-10 13:06:01, Natalie Perret, 3
1366, 2019-03-03 19:07:10, , 416550923, 45, None, 2019-03-03 20:18:22, René Mellema, 2
1186, 2019-03-01 07:33:28, , 415977095, 25, None, 2019-03-01 18:03:41, Radha Krishna. S., 4
3, 2019-02-28 03:05:35, , 415425711, 20, None, 2019-03-10 13:05:48, Drew DeVault, 2
342, 2019-02-26 03:39:43, question, 414415862, 26, None, 2019-04-09 23:31:45, Amal Khailtash, 2
278, 2019-02-23 23:41:27, , 413757128, 34, None, 2019-02-24 08:57:57, Kyungdahm Yun, 1
497, 2019-02-22 22:20:57, , 413602104, 25, None, 2019-05-27 14:06:46, Philippe Ombredanne, 1
579, 2019-02-20 11:08:22, , 412370216, 38, None, 2019-03-03 19:29:48, None, 6
4332, 2019-02-18 15:35:39, bug, 411533747, 26, None, 2019-03-24 10:42:25, Artem Slobodkin, 13
289, 2019-02-14 17:05:11, , 410400859, 38, None, 2019-02-15 13:42:36, Aurélien Grenotton, 0
1135, 2019-02-12 20:51:18, , 409494484, 43, None, 2019-02-13 11:38:53, Kyungdahm Yun, 1
1212, 2019-02-10 08:53:01, , 408514777, 42, None, 2019-03-10 13:05:04, David R. MacIver, 8
483, 2019-02-07 13:31:09, , 407701116, 26, None, 2019-02-07 13:45:50, Jani Nikula, 2
210, 2019-02-01 19:31:51, , 405842817, 54, None, 2019-02-11 14:23:07, Paul Miller, 9
896, 2019-01-31 19:32:49, , 405403374, 34, None, 2019-02-04 23:10:35, Vladimir Chebotarev, 5
1584, 2019-01-25 05:06:09, , 403007603, 66, None, 2019-02-05 21:40:01, Mike Lin, 1
538, 2019-01-25 00:21:44, , 402953277, 52, None, 2019-03-10 13:04:38, None, 8
558, 2019-01-24 13:39:04, , 402711166, 35, None, 2019-01-24 18:20:56, Michael K., 2
604, 2019-01-21 03:46:44, discussion, 401182811, 40, None, 2019-05-27 14:28:39, Mara, 2
1099, 2019-01-19 22:00:42, , 401039241, 50, None, 2019-01-21 03:04:57, Jahan Addison, 4
836, 2019-01-18 22:49:47, , 400918887, 14, None, 2019-03-10 13:03:36, Art, 2
591, 2019-01-18 21:28:35, bug, 400895477, 22, None, 2019-01-18 23:48:58, Art, 24
1432, 2019-01-12 10:57:00, , 398543930, 25, None, 2019-01-13 09:54:21, None, 5
0, 2019-01-09 13:58:52, , 397383226, 39, None, 2019-01-09 14:28:13, None, 2
43, 2019-01-08 11:05:13, , 396856526, 42, None, 2019-01-12 13:07:40, Zac Hatfield-Dodds, 0
1268, 2019-01-08 05:31:07, , 396756470, 46, None, 2019-01-12 13:07:40, Zac Hatfield-Dodds, 2